ID,Run,Batch,Exp_Type,Variable_Regions,SampleNum,Plate,Row,Column,Experiment,Comm,Rep,Carbon,Conc,Transfer,forward_reads,reverse_reads
S77_R2,R2,YaleYCGA_RQ5908,Rep1,V4,77.0,1.0,G,5.0,T12-R4-2,X5,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134008/SRR7134008_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134008/SRR7134008_2.fastq.gz
S78_R2,R2,YaleYCGA_RQ5908,Rep1,V4,78.0,1.0,G,6.0,T12-R4-2,X6,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134155/SRR7134155_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134155/SRR7134155_2.fastq.gz
S79_R2,R2,YaleYCGA_RQ5908,Rep1,V4,79.0,1.0,G,7.0,T12-R4-2,X7,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134146/SRR7134146_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134146/SRR7134146_2.fastq.gz
S80_R2,R2,YaleYCGA_RQ5908,Rep1,V4,80.0,1.0,G,8.0,T12-R4-2,X8,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134147/SRR7134147_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134147/SRR7134147_2.fastq.gz
S81_R2,R2,YaleYCGA_RQ5908,Rep1,V4,81.0,1.0,G,9.0,T12-R4-2,X9,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133970/SRR7133970_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133970/SRR7133970_2.fastq.gz
S82_R2,R2,YaleYCGA_RQ5908,Rep1,V4,82.0,1.0,G,10.0,T12-R4-2,X10,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133969/SRR7133969_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133969/SRR7133969_2.fastq.gz
S85_R2,R2,YaleYCGA_RQ5908,Rep1,V4,85.0,1.0,H,1.0,T12-R4-2,X1,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133972/SRR7133972_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133972/SRR7133972_2.fastq.gz
S86_R2,R2,YaleYCGA_RQ5908,Rep1,V4,86.0,1.0,H,2.0,T12-R4-2,X2,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133971/SRR7133971_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133971/SRR7133971_2.fastq.gz
S87_R2,R2,YaleYCGA_RQ5908,Rep1,V4,87.0,1.0,H,3.0,T12-R4-2,X3,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133974/SRR7133974_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133974/SRR7133974_2.fastq.gz
S88_R2,R2,YaleYCGA_RQ5908,Rep1,V4,88.0,1.0,H,4.0,T12-R4-2,X4,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133973/SRR7133973_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133973/SRR7133973_2.fastq.gz
S89_R2,R2,YaleYCGA_RQ5908,Rep1,V4,89.0,1.0,H,5.0,T12-R4-2,X5,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133976/SRR7133976_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133976/SRR7133976_2.fastq.gz
S90_R2,R2,YaleYCGA_RQ5908,Rep1,V4,90.0,1.0,H,6.0,T12-R4-2,X6,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133975/SRR7133975_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133975/SRR7133975_2.fastq.gz
S91_R2,R2,YaleYCGA_RQ5908,Rep1,V4,91.0,1.0,H,7.0,T12-R4-2,X7,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133978/SRR7133978_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133978/SRR7133978_2.fastq.gz
S92_R2,R2,YaleYCGA_RQ5908,Rep1,V4,92.0,1.0,H,8.0,T12-R4-2,X8,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133977/SRR7133977_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133977/SRR7133977_2.fastq.gz
S93_R2,R2,YaleYCGA_RQ5908,Rep1,V4,93.0,1.0,H,9.0,T12-R4-2,X9,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134137/SRR7134137_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134137/SRR7134137_2.fastq.gz
S94_R2,R2,YaleYCGA_RQ5908,Rep1,V4,94.0,1.0,H,10.0,T12-R4-2,X10,8.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134138/SRR7134138_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134138/SRR7134138_2.fastq.gz
S193_R2,R2,YaleYCGA_RQ5908,Rep1,V4,193.0,4.0,A,1.0,T12-R3-2,X1,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134135/SRR7134135_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134135/SRR7134135_2.fastq.gz
S194_R2,R2,YaleYCGA_RQ5908,Rep1,V4,194.0,4.0,A,2.0,T12-R3-2,X2,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134136/SRR7134136_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134136/SRR7134136_2.fastq.gz
S195_R2,R2,YaleYCGA_RQ5908,Rep1,V4,195.0,4.0,A,3.0,T12-R3-2,X3,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134141/SRR7134141_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134141/SRR7134141_2.fastq.gz
S196_R2,R2,YaleYCGA_RQ5908,Rep1,V4,196.0,4.0,A,4.0,T12-R3-2,X4,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134142/SRR7134142_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134142/SRR7134142_2.fastq.gz
S197_R2,R2,YaleYCGA_RQ5908,Rep1,V4,197.0,4.0,A,5.0,T12-R3-2,X5,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134139/SRR7134139_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134139/SRR7134139_2.fastq.gz
S198_R2,R2,YaleYCGA_RQ5908,Rep1,V4,198.0,4.0,A,6.0,T12-R3-2,X6,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134140/SRR7134140_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134140/SRR7134140_2.fastq.gz
S199_R2,R2,YaleYCGA_RQ5908,Rep1,V4,199.0,4.0,A,7.0,T12-R3-2,X7,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134143/SRR7134143_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134143/SRR7134143_2.fastq.gz
S200_R2,R2,YaleYCGA_RQ5908,Rep1,V4,200.0,4.0,A,8.0,T12-R3-2,X8,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134144/SRR7134144_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134144/SRR7134144_2.fastq.gz
S201_R2,R2,YaleYCGA_RQ5908,Rep1,V4,201.0,4.0,A,9.0,T12-R3-2,X9,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134248/SRR7134248_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134248/SRR7134248_2.fastq.gz
S202_R2,R2,YaleYCGA_RQ5908,Rep1,V4,202.0,4.0,A,10.0,T12-R3-2,X10,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134247/SRR7134247_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134247/SRR7134247_2.fastq.gz
S203_R2,R2,YaleYCGA_RQ5908,Rep1,V4,203.0,4.0,A,11.0,T12-R3-2,X11,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134250/SRR7134250_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134250/SRR7134250_2.fastq.gz
S204_R2,R2,YaleYCGA_RQ5908,Rep1,V4,204.0,4.0,A,12.0,T12-R3-2,X12,1.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134249/SRR7134249_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134249/SRR7134249_2.fastq.gz
S205_R2,R2,YaleYCGA_RQ5908,Rep1,V4,205.0,4.0,B,1.0,T12-R3-2,X1,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134252/SRR7134252_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134252/SRR7134252_2.fastq.gz
S206_R2,R2,YaleYCGA_RQ5908,Rep1,V4,206.0,4.0,B,2.0,T12-R3-2,X2,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134251/SRR7134251_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134251/SRR7134251_2.fastq.gz
S207_R2,R2,YaleYCGA_RQ5908,Rep1,V4,207.0,4.0,B,3.0,T12-R3-2,X3,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134254/SRR7134254_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134254/SRR7134254_2.fastq.gz
S208_R2,R2,YaleYCGA_RQ5908,Rep1,V4,208.0,4.0,B,4.0,T12-R3-2,X4,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134253/SRR7134253_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134253/SRR7134253_2.fastq.gz
S209_R2,R2,YaleYCGA_RQ5908,Rep1,V4,209.0,4.0,B,5.0,T12-R3-2,X5,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134240/SRR7134240_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134240/SRR7134240_2.fastq.gz
S210_R2,R2,YaleYCGA_RQ5908,Rep1,V4,210.0,4.0,B,6.0,T12-R3-2,X6,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134239/SRR7134239_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134239/SRR7134239_2.fastq.gz
S211_R2,R2,YaleYCGA_RQ5908,Rep1,V4,211.0,4.0,B,7.0,T12-R3-2,X7,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134095/SRR7134095_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134095/SRR7134095_2.fastq.gz
S212_R2,R2,YaleYCGA_RQ5908,Rep1,V4,212.0,4.0,B,8.0,T12-R3-2,X8,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134096/SRR7134096_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134096/SRR7134096_2.fastq.gz
S213_R2,R2,YaleYCGA_RQ5908,Rep1,V4,213.0,4.0,B,9.0,T12-R3-2,X9,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134093/SRR7134093_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134093/SRR7134093_2.fastq.gz
S214_R2,R2,YaleYCGA_RQ5908,Rep1,V4,214.0,4.0,B,10.0,T12-R3-2,X10,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134094/SRR7134094_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134094/SRR7134094_2.fastq.gz
S215_R2,R2,YaleYCGA_RQ5908,Rep1,V4,215.0,4.0,B,11.0,T12-R3-2,X11,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134099/SRR7134099_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134099/SRR7134099_2.fastq.gz
S216_R2,R2,YaleYCGA_RQ5908,Rep1,V4,216.0,4.0,B,12.0,T12-R3-2,X12,2.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134100/SRR7134100_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134100/SRR7134100_2.fastq.gz
S217_R2,R2,YaleYCGA_RQ5908,Rep1,V4,217.0,4.0,C,1.0,T12-R3-2,X1,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134097/SRR7134097_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134097/SRR7134097_2.fastq.gz
S218_R2,R2,YaleYCGA_RQ5908,Rep1,V4,218.0,4.0,C,2.0,T12-R3-2,X2,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134098/SRR7134098_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134098/SRR7134098_2.fastq.gz
S219_R2,R2,YaleYCGA_RQ5908,Rep1,V4,219.0,4.0,C,3.0,T12-R3-2,X3,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134091/SRR7134091_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134091/SRR7134091_2.fastq.gz
S220_R2,R2,YaleYCGA_RQ5908,Rep1,V4,220.0,4.0,C,4.0,T12-R3-2,X4,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134092/SRR7134092_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134092/SRR7134092_2.fastq.gz
S221_R2,R2,YaleYCGA_RQ5908,Rep1,V4,221.0,4.0,C,5.0,T12-R3-2,X5,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133933/SRR7133933_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133933/SRR7133933_2.fastq.gz
S222_R2,R2,YaleYCGA_RQ5908,Rep1,V4,222.0,4.0,C,6.0,T12-R3-2,X6,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133932/SRR7133932_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133932/SRR7133932_2.fastq.gz
S223_R2,R2,YaleYCGA_RQ5908,Rep1,V4,223.0,4.0,C,7.0,T12-R3-2,X7,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133931/SRR7133931_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133931/SRR7133931_2.fastq.gz
S224_R2,R2,YaleYCGA_RQ5908,Rep1,V4,224.0,4.0,C,8.0,T12-R3-2,X8,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133930/SRR7133930_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133930/SRR7133930_2.fastq.gz
S225_R2,R2,YaleYCGA_RQ5908,Rep1,V4,225.0,4.0,C,9.0,T12-R3-2,X9,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133929/SRR7133929_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133929/SRR7133929_2.fastq.gz
S226_R2,R2,YaleYCGA_RQ5908,Rep1,V4,226.0,4.0,C,10.0,T12-R3-2,X10,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133928/SRR7133928_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133928/SRR7133928_2.fastq.gz
S227_R2,R2,YaleYCGA_RQ5908,Rep1,V4,227.0,4.0,C,11.0,T12-R3-2,X11,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133927/SRR7133927_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133927/SRR7133927_2.fastq.gz
S228_R2,R2,YaleYCGA_RQ5908,Rep1,V4,228.0,4.0,C,12.0,T12-R3-2,X12,3.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133926/SRR7133926_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133926/SRR7133926_2.fastq.gz
S229_R2,R2,YaleYCGA_RQ5908,Rep1,V4,229.0,4.0,D,1.0,T12-R3-2,X1,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133925/SRR7133925_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133925/SRR7133925_2.fastq.gz
S230_R2,R2,YaleYCGA_RQ5908,Rep1,V4,230.0,4.0,D,2.0,T12-R3-2,X2,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133924/SRR7133924_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133924/SRR7133924_2.fastq.gz
S231_R2,R2,YaleYCGA_RQ5908,Rep1,V4,231.0,4.0,D,3.0,T12-R3-2,X3,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134341/SRR7134341_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134341/SRR7134341_2.fastq.gz
S232_R2,R2,YaleYCGA_RQ5908,Rep1,V4,232.0,4.0,D,4.0,T12-R3-2,X4,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134342/SRR7134342_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134342/SRR7134342_2.fastq.gz
S233_R2,R2,YaleYCGA_RQ5908,Rep1,V4,233.0,4.0,D,5.0,T12-R3-2,X5,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134343/SRR7134343_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134343/SRR7134343_2.fastq.gz
S234_R2,R2,YaleYCGA_RQ5908,Rep1,V4,234.0,4.0,D,6.0,T12-R3-2,X6,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134344/SRR7134344_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134344/SRR7134344_2.fastq.gz
S235_R2,R2,YaleYCGA_RQ5908,Rep1,V4,235.0,4.0,D,7.0,T12-R3-2,X7,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134345/SRR7134345_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134345/SRR7134345_2.fastq.gz
S236_R2,R2,YaleYCGA_RQ5908,Rep1,V4,236.0,4.0,D,8.0,T12-R3-2,X8,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134346/SRR7134346_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134346/SRR7134346_2.fastq.gz
S237_R2,R2,YaleYCGA_RQ5908,Rep1,V4,237.0,4.0,D,9.0,T12-R3-2,X9,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134347/SRR7134347_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134347/SRR7134347_2.fastq.gz
S238_R2,R2,YaleYCGA_RQ5908,Rep1,V4,238.0,4.0,D,10.0,T12-R3-2,X10,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134348/SRR7134348_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134348/SRR7134348_2.fastq.gz
S239_R2,R2,YaleYCGA_RQ5908,Rep1,V4,239.0,4.0,D,11.0,T12-R3-2,X11,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134349/SRR7134349_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134349/SRR7134349_2.fastq.gz
S240_R2,R2,YaleYCGA_RQ5908,Rep1,V4,240.0,4.0,D,12.0,T12-R3-2,X12,4.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134350/SRR7134350_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134350/SRR7134350_2.fastq.gz
S241_R2,R2,YaleYCGA_RQ5908,Rep1,V4,241.0,4.0,E,1.0,T12-R3-2,X1,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134188/SRR7134188_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134188/SRR7134188_2.fastq.gz
S242_R2,R2,YaleYCGA_RQ5908,Rep1,V4,242.0,4.0,E,2.0,T12-R3-2,X2,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134187/SRR7134187_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134187/SRR7134187_2.fastq.gz
S243_R2,R2,YaleYCGA_RQ5908,Rep1,V4,243.0,4.0,E,3.0,T12-R3-2,X3,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134190/SRR7134190_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134190/SRR7134190_2.fastq.gz
S244_R2,R2,YaleYCGA_RQ5908,Rep1,V4,244.0,4.0,E,4.0,T12-R3-2,X4,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134189/SRR7134189_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134189/SRR7134189_2.fastq.gz
S245_R2,R2,YaleYCGA_RQ5908,Rep1,V4,245.0,4.0,E,5.0,T12-R3-2,X5,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134184/SRR7134184_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134184/SRR7134184_2.fastq.gz
S246_R2,R2,YaleYCGA_RQ5908,Rep1,V4,246.0,4.0,E,6.0,T12-R3-2,X6,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134183/SRR7134183_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134183/SRR7134183_2.fastq.gz
S247_R2,R2,YaleYCGA_RQ5908,Rep1,V4,247.0,4.0,E,7.0,T12-R3-2,X7,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134186/SRR7134186_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134186/SRR7134186_2.fastq.gz
S248_R2,R2,YaleYCGA_RQ5908,Rep1,V4,248.0,4.0,E,8.0,T12-R3-2,X8,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134185/SRR7134185_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134185/SRR7134185_2.fastq.gz
S249_R2,R2,YaleYCGA_RQ5908,Rep1,V4,249.0,4.0,E,9.0,T12-R3-2,X9,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134194/SRR7134194_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134194/SRR7134194_2.fastq.gz
S250_R2,R2,YaleYCGA_RQ5908,Rep1,V4,250.0,4.0,E,10.0,T12-R3-2,X10,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134193/SRR7134193_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134193/SRR7134193_2.fastq.gz
S251_R2,R2,YaleYCGA_RQ5908,Rep1,V4,251.0,4.0,E,11.0,T12-R3-2,X11,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134037/SRR7134037_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134037/SRR7134037_2.fastq.gz
S252_R2,R2,YaleYCGA_RQ5908,Rep1,V4,252.0,4.0,E,12.0,T12-R3-2,X12,5.0,Leucine,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134038/SRR7134038_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134038/SRR7134038_2.fastq.gz
